Nombre,Genero,FechaComienzo,UltimoLogin,Salario,Bonus %,Manager,Equipo
Justin,,4/15/2005,8:43 PM,96978,13.865,false,Finanzas
Juan,Hombre,4/16/2002,11:09 PM,97364,3.595,false,Producto
Gloria,,7/19/1983,1:57 AM,140885,1.113,false,Recursos Humanos
Jennifer,,1/24/1989,8:38 PM,58520,16.231,true,Servicio al Cliente
Edward,Hombre,8/4/1989,6:06 AM,66067,10.957,true,
Marilyn,Mujer,12/17/1982,12:10 PM,147183,8.748,false,Desarrollo de Negocio
Mary,Mujer,10/18/2009,6:32 PM,87721,12.484,false,Producto
Linda,Mujer,7/15/2009,10:12 PM,144001,2.194,false,Desarrollo de Negocio
Larry,Hombre,8/27/2003,1:00 PM,91133,5.14,false,Ventas
Albert,Hombre,2/1/1997,4:20 PM,67827,19.717,true,Ingeniería
Kenneth,Hombre,4/13/1999,10:28 PM,81839,12.072,false,Ventas
,Mujer,12/31/2006,11:02 PM,81444,3.171,,Distribución
Gregory,,7/9/2011,11:31 PM,137661,4.805,true,Ventas
Brandon,Hombre,10/16/2015,2:44 AM,112548,4.664,false,Ingeniería
Stephen,Hombre,4/9/1987,12:47 PM,111249,10.574,true,Recursos Humanos
Russell,Hombre,10/30/1994,5:46 AM,114334,9.669,false,Producto
,Mujer,9/18/2002,12:39 PM,118906,4.537,,Marketing
Pamela,,7/15/2001,1:33 PM,72979,5.66,false,Ventas
Scott,Hombre,8/3/1996,1:50 AM,64172,10.894,true,Ingeniería
,Mujer,4/18/1996,3:57 PM,107024,12.182,,
Carlos,Hombre,7/28/2010,3:08 PM,50167,2.362,false,Producto
Jack,Hombre,12/24/1980,10:58 PM,106995,15.723,false,Producto
Debra,Mujer,1/19/2010,8:48 AM,70492,8.895,false,Servicio al Cliente
Phyllis,Mujer,1/15/1995,5:27 AM,125881,16.697,false,Ventas
Robert,Hombre,10/29/1994,4:26 AM,123294,19.894,false,Servicio al Cliente
Gloria,Mujer,9/19/1989,7:40 PM,131045,11.312,true,Producto
Sharon,,10/28/1984,5:59 PM,97635,10.413,true,Servicio al Cliente
Barbara,,4/26/2001,12:22 AM,94493,13.443,true,Ventas
Marilyn,Mujer,8/15/1989,9:14 AM,140502,9.989,true,Ventas
Ralph,Hombre,10/27/2010,10:28 AM,106310,4.03,true,Servicio al Cliente
Harry,,12/5/1996,5:45 AM,46240,6.976,true,Ingeniería
Robin,Mujer,1/8/1998,2:12 AM,111163,5.025,true,Producto
Kathy,Mujer,11/25/2001,9:55 PM,93753,7.094,true,Ventas
Rose,Mujer,7/6/2002,3:57 PM,63494,19.385,true,Recursos Humanos
Clarence,Hombre,1/13/2005,9:00 AM,116693,13.835,true,Distribución
Doris,Mujer,7/29/1992,6:40 PM,85215,7.425,true,Recursos Humanos
Kathryn,Mujer,6/9/1988,9:29 AM,86439,7.799,false,Finanzas
Billy,,3/16/2004,8:21 AM,62913,18.241,true,Marketing
Norma,Mujer,4/16/1996,5:40 AM,38872,9.302,true,Desarrollo de Negocio
Richard,,11/28/1992,5:05 PM,124655,14.272,true,Ingeniería
Craig,Hombre,2/8/1984,4:45 AM,113506,19.642,false,Marketing
Sarah,,7/20/1990,10:49 PM,109980,8.86,false,Ventas
Sharon,Mujer,3/9/2014,4:39 PM,91522,7.564,false,Finanzas
Mary,Mujer,8/22/2010,8:03 AM,42214,17.538,true,Desarrollo de Negocio
Steve,,2/23/2002,3:55 AM,83159,9.55,true,Distribución
Joe,Hombre,12/5/2010,4:20 PM,144082,1.62,true,Servicio al Cliente
Jeremy,Hombre,5/29/1994,6:24 AM,47885,19.276,true,Recursos Humanos
Ernest,Hombre,8/14/2012,11:25 AM,126232,6.191,true,Ventas
Kevin,Hombre,6/23/1981,8:26 PM,134598,11.699,false,Desarrollo de Negocio
Jacqueline,Mujer,2/11/2007,2:01 AM,66604,14.609,false,Legal
Johnny,Hombre,9/14/1992,8:21 AM,115194,5.861,true,Marketing
Gary,Hombre,8/18/2011,8:12 AM,49101,11.9,true,Desarrollo de Negocio
Shirley,,11/16/1990,6:01 PM,67811,12.699,false,Finanzas
,Hombre,6/29/2008,5:23 AM,111043,5.966,,Distribución
Sarah,,8/31/1981,2:51 PM,37748,9.047,false,Recursos Humanos
Julia,Mujer,3/2/1982,12:52 PM,36403,2.664,true,Finanzas
Dorothy,Mujer,11/5/2013,10:50 PM,140136,3.12,true,Desarrollo de Negocio
Justin,Hombre,5/22/1986,6:30 AM,121508,19.334,true,Finanzas
Kevin,Hombre,11/20/1986,6:59 PM,79906,18.021,true,Ventas
Victor,Hombre,9/24/2005,12:04 PM,123144,16.261,true,Producto
Deborah,Mujer,11/25/1980,4:33 AM,46953,17.436,false,Servicio al Cliente
Matthew,,6/9/2003,7:35 AM,79443,14.637,false,Recursos Humanos
Alice,Mujer,5/2/1986,1:50 AM,51395,2.378,true,Finanzas
Todd,Hombre,3/16/2016,2:45 PM,134408,3.56,true,Recursos Humanos
Frank,Hombre,1/10/1981,1:30 PM,71853,8.037,true,Ventas
Christopher,Hombre,5/13/1999,10:48 AM,68028,7.869,true,Finanzas
Rose,Mujer,5/28/2015,8:40 AM,149903,5.63,false,Recursos Humanos
Andrea,Mujer,10/1/2010,11:54 AM,79123,19.422,false,Distribución
Charles,Hombre,12/16/1999,8:28 PM,104014,7.077,false,Legal
Jessica,,3/7/2015,8:45 PM,121160,12.993,false,Servicio al Cliente
Wanda,Mujer,7/20/2008,1:44 PM,65362,7.132,true,Legal
Joyce,Mujer,2/7/1995,7:38 AM,50701,14.227,true,
Billy,Hombre,12/1/2006,3:32 PM,144709,10.069,true,Distribución
Kathryn,Mujer,8/29/2007,6:10 AM,53061,11.864,true,Finanzas
Denise,Mujer,3/18/2001,12:02 AM,36697,11.196,true,Ventas
Jason,Hombre,11/20/1998,2:54 PM,69244,6.22,true,
Nicholas,Hombre,3/1/2013,9:26 PM,101036,2.826,true,Recursos Humanos
Aaron,Hombre,7/22/1990,2:53 PM,52119,11.343,true,Servicio al Cliente
Louise,Mujer,5/13/2003,9:47 AM,46666,1.886,true,Desarrollo de Negocio
Julie,Mujer,4/23/1998,5:52 AM,73437,2.518,true,Finanzas
Kathy,Mujer,5/8/1987,6:19 PM,86318,18.492,true,Ventas
,Hombre,5/24/2016,9:17 PM,76409,7.008,,Distribución
Chris,Hombre,12/12/2006,1:57 AM,71642,1.496,false,
Cheryl,Mujer,8/16/1994,8:33 AM,67150,15.85,true,Marketing
Gregory,Hombre,5/15/2009,3:52 PM,142208,11.204,true,Ingeniería
Wayne,Hombre,1/30/1992,3:01 PM,81183,17.066,false,Servicio al Cliente
Beverly,Mujer,11/30/2005,2:57 AM,107163,3.665,true,Recursos Humanos
Willie,Hombre,8/22/2009,1:03 PM,55038,19.691,false,Legal
Terry,,7/15/2016,12:29 AM,140002,19.49,true,Marketing
Scott,Hombre,11/17/2012,2:47 PM,146812,1.965,true,Marketing
Annie,Mujer,12/19/1994,6:19 AM,40119,4.338,true,Recursos Humanos
,Hombre,2/21/1995,12:26 AM,136602,10.429,,Marketing
Ruth,Mujer,10/24/2000,4:13 AM,69579,18.029,true,Recursos Humanos
Deborah,,2/3/1983,11:38 PM,101457,6.662,false,Ingeniería
Patricia,Mujer,1/9/2015,4:16 AM,121232,16.624,false,Legal
Albert,Hombre,9/30/2007,5:34 PM,102626,15.843,false,Finanzas
Charles,,3/1/1987,1:00 PM,137171,5.574,true,Marketing
Tina,Mujer,1/17/2005,9:11 AM,88276,14.248,false,Legal
Jeremy,Hombre,8/9/2001,3:56 AM,43354,13.946,false,Marketing
Craig,Hombre,4/14/1996,9:17 AM,125556,7.996,false,Ingeniería
Jose,Hombre,7/11/2002,9:15 AM,59862,3.269,false,Producto
Lawrence,Hombre,5/13/2005,1:25 AM,74640,18.641,false,Marketing
Helen,Mujer,10/31/1997,2:43 AM,52875,4.188,false,Legal
Walter,Hombre,8/4/2007,1:59 PM,58789,5.461,false,Ventas
Amy,Mujer,6/19/2002,3:06 AM,122897,8.222,true,Ingeniería
Janice,Mujer,6/28/1997,1:48 PM,136032,10.696,true,Marketing
Stephen,Hombre,5/9/2015,7:07 PM,141958,9.078,true,Legal
Ryan,Hombre,7/20/1993,10:18 PM,139917,11.466,false,Distribución
Sharon,Mujer,3/12/2002,6:32 AM,147635,14.693,false,Recursos Humanos
Joshua,Hombre,7/10/1984,7:22 PM,68230,8.047,false,Servicio al Cliente
Clarence,Hombre,8/20/1992,8:23 PM,124365,8.457,false,Desarrollo de Negocio
Jonathan,Hombre,8/15/2002,12:01 AM,104749,11.364,false,Ingeniería
Stephanie,Mujer,11/26/1992,12:54 AM,122121,7.937,true,Ingeniería
Kathy,Mujer,10/25/1996,12:59 PM,143541,8.461,false,Recursos Humanos
Albert,Hombre,8/14/2008,5:43 PM,137840,9.705,false,Desarrollo de Negocio
Michael,Hombre,5/22/2011,10:42 AM,73354,18.357,false,Desarrollo de Negocio
Richard,Hombre,7/4/1997,11:47 AM,47647,18.787,true,
Amy,Mujer,3/30/2008,10:54 PM,106249,15.967,false,Ventas
,Mujer,4/27/2013,6:40 AM,93847,1.085,,Desarrollo de Negocio
Beverly,,5/3/1995,5:49 AM,104815,3.38,false,Producto
,Mujer,4/26/1992,8:01 PM,115436,3.099,,Recursos Humanos
Joe,Hombre,4/14/2000,3:14 PM,50645,11.119,false,Marketing
Ashley,Mujer,8/15/1997,9:48 PM,142415,1.985,true,Finanzas
Howard,Hombre,4/9/2012,6:36 AM,37984,2.021,false,Distribución
Cheryl,Mujer,12/3/2014,9:27 AM,71751,15.918,false,Desarrollo de Negocio
Robert,Hombre,3/11/2007,11:20 AM,135882,19.944,false,Legal
Sharon,Mujer,7/1/2011,9:50 AM,46007,19.731,true,Servicio al Cliente
Judith,Mujer,11/23/2007,1:22 PM,117055,7.461,false,Marketing
Nicholas,,9/9/1989,7:12 PM,58478,6.525,true,Distribución
Jerry,Hombre,1/30/1995,7:51 PM,121357,18.845,false,Desarrollo de Negocio
Craig,Hombre,11/1/2005,11:31 PM,44857,13.266,false,Finanzas
Barbara,Mujer,3/21/2002,8:02 AM,47322,7.25,true,Ventas
Eugene,Hombre,5/24/1984,10:54 AM,81077,2.117,false,Ventas
Johnny,Hombre,2/26/2016,7:39 PM,76394,5.437,true,Marketing
Benjamin,Hombre,5/5/2013,3:28 PM,114356,7.123,false,Servicio al Cliente
Diana,Mujer,6/13/1994,4:21 PM,41831,4.548,false,Desarrollo de Negocio
Barbara,,12/10/1980,11:04 PM,90187,14.764,true,Distribución
Christine,Mujer,2/1/2003,1:11 PM,72613,11.126,false,Legal
Sean,Hombre,2/11/2013,7:07 PM,42748,9.765,false,Distribución
Sarah,Mujer,11/3/1980,2:47 PM,37259,1.763,false,Servicio al Cliente
Roger,Hombre,8/3/2015,4:56 PM,125033,4.887,true,Marketing
,Mujer,6/24/2014,10:05 AM,38275,10.494,,Distribución
,Hombre,4/20/1980,1:17 PM,71520,13.248,,Ingeniería
Donald,Hombre,7/14/1995,7:51 AM,106472,6.499,true,Servicio al Cliente
Clarence,Hombre,11/3/2015,12:11 AM,103684,18.654,true,Ingeniería
Scott,Hombre,11/23/1996,7:36 PM,96111,15.592,false,Recursos Humanos
Ann,Mujer,11/4/1984,12:17 PM,90719,6.22,false,Desarrollo de Negocio
Frank,Hombre,4/27/2003,12:04 PM,140303,17.07,false,Legal
Joe,Hombre,7/4/1983,7:32 AM,62161,8.13,true,Desarrollo de Negocio
Wanda,Mujer,4/6/1993,3:11 AM,78883,19.695,false,
Jimmy,Hombre,11/19/2013,7:29 PM,63549,19.624,false,
Amy,,12/25/1984,10:52 AM,63888,18.115,true,Producto
Larry,Hombre,1/8/1999,2:05 AM,97370,10.458,false,Ventas
Gloria,Mujer,4/12/1992,8:26 PM,66224,15.979,true,Legal
Ruth,Mujer,12/12/1996,10:07 AM,97915,3.997,true,Recursos Humanos
Diana,Mujer,1/19/1995,12:37 AM,86883,18.003,true,Producto
Raymond,Hombre,2/16/2009,10:38 PM,37812,3.178,false,Recursos Humanos
Peter,Hombre,2/22/2003,9:09 AM,56580,8.411,true,
,,9/25/1981,9:59 AM,83895,17.971,,Ingeniería
Catherine,Mujer,8/31/2013,7:24 PM,58047,14.858,true,Distribución
Diane,Mujer,7/5/1982,4:56 PM,124889,15.026,true,Ventas
Peter,,10/13/2014,9:33 PM,118840,14.509,true,Servicio al Cliente
Steve,Hombre,8/22/1995,6:58 AM,67780,9.54,true,Recursos Humanos
Barbara,Mujer,3/22/2004,8:11 AM,144677,8.696,false,Finanzas
Helen,,12/2/1993,1:42 PM,45724,1.022,false,Producto
Jimmy,,8/26/1983,2:48 AM,86676,7.175,true,Producto
Christopher,Hombre,4/23/2014,7:52 AM,82401,7.252,false,Servicio al Cliente
Kathleen,Mujer,6/13/2014,9:16 AM,35575,14.595,false,Distribución
Virginia,Mujer,5/2/2010,9:10 PM,123649,10.154,true,Marketing
Lisa,Mujer,2/26/2005,6:33 PM,38078,10.28,true,Producto
Earl,Hombre,2/11/2014,9:03 PM,52620,13.773,false,Producto
Gerald,,1/8/1992,3:50 PM,133366,12.292,false,Legal
Louise,Mujer,9/18/1981,5:47 AM,91462,8.205,false,Marketing
Clarence,Hombre,8/26/1982,9:47 AM,146589,4.905,true,Desarrollo de Negocio
Cynthia,Mujer,9/14/1991,1:08 PM,51633,13.472,true,Desarrollo de Negocio
Adam,Hombre,10/8/2010,9:53 PM,45181,3.491,false,Recursos Humanos
Justin,Hombre,9/6/1999,10:30 AM,62454,3.459,true,Ventas
,Mujer,12/2/2009,3:30 AM,84746,4.82,,Finanzas
Ruby,Mujer,5/1/1999,3:36 AM,147362,7.851,true,Ingeniería
Amanda,Mujer,8/1/2004,1:32 PM,80803,14.077,true,Distribución
Anna,Mujer,4/15/2008,2:34 PM,117293,2.366,false,Servicio al Cliente
Roger,Hombre,7/3/2010,5:11 PM,105689,13.32,true,Marketing
Julie,,2/4/1999,5:35 PM,93302,9.048,true,Producto
Joseph,Hombre,9/10/1992,6:50 PM,102555,3.672,true,Producto
Evelyn,Mujer,9/22/1998,7:55 PM,51525,10.366,false,Finanzas
Janice,Mujer,1/2/1984,9:06 PM,41190,3.311,true,Ventas
Sara,Mujer,2/25/1980,10:50 PM,75484,3.186,false,Finanzas
Gregory,Hombre,6/18/1984,3:46 AM,82726,16.304,true,Marketing
Philip,Hombre,7/18/1985,6:36 AM,122319,19.122,false,Ingeniería
Barbara,Mujer,9/2/1991,3:41 PM,127297,11.905,true,Producto
Amanda,Mujer,6/7/2002,7:46 AM,109290,13.853,false,Ingeniería
Phyllis,,10/25/1985,7:11 AM,99150,6.007,false,Servicio al Cliente
Anne,Mujer,10/26/1996,8:09 PM,71930,18.451,true,Producto
Arthur,Hombre,12/16/2014,4:56 PM,66819,6.639,true,Marketing
Jane,Mujer,6/1/1994,8:39 AM,42424,18.115,false,Distribución
Linda,Mujer,8/18/1985,4:34 AM,51431,13.295,false,Ingeniería
Ashley,Mujer,11/17/1999,9:18 PM,120675,6.51,false,Recursos Humanos
Shawn,Hombre,12/3/2009,10:24 AM,96610,2.097,true,Servicio al Cliente
Kathleen,Mujer,9/20/1996,3:45 PM,71430,8.572,false,Ingeniería
Sara,,10/7/1983,1:35 PM,87713,18.863,true,Legal
Randy,Hombre,5/2/2002,7:39 PM,86723,14.842,false,Ingeniería
Andrew,Hombre,3/29/1985,6:57 PM,43414,7.563,true,Servicio al Cliente
Marilyn,Mujer,8/9/2006,11:24 AM,87145,17.33,false,Recursos Humanos
Johnny,Hombre,1/8/1995,1:35 PM,91124,12.986,true,Distribución
,Mujer,4/1/1980,8:04 PM,48141,12.605,,
Susan,Mujer,4/18/1986,9:31 AM,90829,19.142,false,Marketing
Ruby,Mujer,7/7/1980,3:42 AM,101262,6.773,false,Servicio al Cliente
Kelly,Mujer,8/16/1996,3:09 AM,41427,1.431,false,Producto
Jonathan,Hombre,4/6/1995,10:38 PM,56993,18.623,false,Marketing
Raymond,Hombre,1/13/1996,4:14 PM,114244,16.69,false,Recursos Humanos
Kimberly,Mujer,12/30/1981,4:51 AM,81800,5.435,true,
,Mujer,1/13/2009,1:01 PM,118736,7.421,,Servicio al Cliente
John,Hombre,1/22/1995,12:17 AM,66077,5.809,true,Producto
Michael,Hombre,7/30/1993,5:35 PM,35013,14.879,false,Producto
Jerry,Hombre,5/4/2003,4:29 AM,98393,11.393,false,Servicio al Cliente
Amanda,Mujer,3/17/1982,11:46 PM,107111,1.438,true,Producto
Harold,Hombre,10/18/2010,8:45 PM,65673,1.187,true,Legal
Harry,Hombre,1/27/1985,8:18 PM,65482,18.089,false,
Ernest,Hombre,1/28/1990,12:08 AM,81919,15.118,false,Marketing
Harry,Hombre,11/19/1982,11:25 AM,59277,10.2,false,Finanzas
Diane,Mujer,2/2/1988,6:14 PM,49501,13.506,false,Desarrollo de Negocio
Jack,Hombre,5/30/2012,3:17 AM,70367,18.266,true,Legal
Shirley,Mujer,4/16/1988,11:09 AM,132156,2.754,false,Marketing
Rose,Mujer,10/30/2004,4:34 PM,56961,7.585,false,Marketing
Cheryl,Mujer,7/23/1982,6:28 AM,98841,8.945,true,Servicio al Cliente
Cynthia,Mujer,5/23/1980,3:19 AM,78226,2.419,false,Recursos Humanos
Sandra,Mujer,4/24/1995,7:14 PM,116931,9.657,true,Recursos Humanos
Andrea,Mujer,10/30/1994,11:23 AM,87575,13.346,true,Desarrollo de Negocio
Rachel,Mujer,4/22/1988,12:01 PM,110924,7.808,false,Distribución
Justin,Hombre,5/24/1981,11:15 PM,78351,15.221,false,Ventas
Marie,Mujer,11/23/2000,5:06 AM,125574,4.644,false,Ventas
Louis,Hombre,4/15/2011,5:02 AM,95198,2.075,false,Desarrollo de Negocio
Nancy,Mujer,5/7/1985,10:20 PM,121006,3.512,true,Finanzas
Mark,Hombre,10/3/1984,5:31 AM,95728,6.752,true,Desarrollo de Negocio
Teresa,Mujer,6/24/1987,7:37 PM,69740,8.294,false,Distribución
Frances,Mujer,7/21/2001,2:34 AM,91996,11.506,false,Producto
,Mujer,10/11/1990,10:57 PM,98385,10.925,,Recursos Humanos
Barbara,,12/20/1994,10:09 AM,90556,15.749,true,Distribución
Christine,,6/15/1980,6:00 PM,50366,9.862,true,Marketing
Bobby,,7/21/2003,3:50 PM,84232,15.704,true,Ingeniería
Carl,,10/26/1991,8:11 AM,100888,12.49,true,Desarrollo de Negocio
Bruce,Hombre,3/15/2013,11:13 PM,141335,15.427,true,Ingeniería
Rose,Mujer,5/20/1982,9:14 AM,97691,2.142,false,Servicio al Cliente
Mildred,Mujer,2/21/1981,3:30 AM,47266,10.256,false,Servicio al Cliente
,Hombre,10/13/1983,11:59 PM,139754,12.74,,Ventas
,Mujer,10/24/1993,5:17 PM,116236,17.274,,Ingeniería
Todd,Hombre,2/16/2010,11:29 AM,103405,15.91,false,Ventas
Alan,Hombre,2/17/2012,12:26 AM,41453,10.084,false,Producto
Elizabeth,,2/16/1981,3:58 AM,52730,12.525,false,Marketing
Julie,,10/21/2000,1:15 AM,60361,7.099,true,Distribución
Teresa,,1/3/1992,3:47 PM,63103,11.378,false,Finanzas
Eric,Hombre,11/12/2004,9:16 PM,65168,11.513,false,Distribución
Edward,Hombre,8/30/2001,1:24 AM,73105,6.083,true,Ingeniería
Kimberly,Mujer,12/6/1986,2:23 PM,37916,12.929,true,Distribución
Kathy,Mujer,1/14/2001,5:11 AM,45682,1.451,true,Marketing
Peter,Hombre,11/24/1992,5:43 PM,69297,1.268,false,Finanzas
Beverly,Mujer,10/22/1990,2:45 PM,59070,19.064,true,Ingeniería
Ralph,Hombre,3/7/2012,2:25 AM,81215,8.4,false,Finanzas
Justin,Hombre,8/10/1997,11:00 PM,128036,18.824,false,Servicio al Cliente
Irene,Mujer,6/23/2005,11:03 AM,89780,8.999,true,Ventas
Irene,Mujer,11/29/2006,2:14 PM,125018,9.601,true,Legal
Jeremy,Hombre,11/26/1997,8:22 AM,133033,12.2,false,Ventas
Cynthia,Mujer,6/29/2015,6:38 AM,82408,8.701,true,Marketing
,Mujer,4/13/1997,8:03 AM,131755,2.93,,
Anne,Mujer,11/21/1984,12:30 PM,128305,16.636,false,Marketing
,,9/2/1988,12:49 PM,147309,1.702,,Distribución
Debra,Mujer,3/12/1983,12:19 PM,74911,19.513,false,Marketing
Michael,Hombre,7/13/1988,1:48 PM,47079,2.617,false,Legal
Jason,,3/6/2008,1:20 AM,82873,1.869,false,Servicio al Cliente
Rebecca,Mujer,2/23/1990,3:21 PM,134673,6.878,false,Ingeniería
Andrea,Mujer,11/17/2011,2:37 PM,123591,6.5,true,Ingeniería
Carl,Hombre,3/30/1987,5:59 PM,75598,19.289,false,
Randy,Hombre,9/27/2000,3:04 AM,89831,13.047,true,
Marilyn,Mujer,7/2/1984,4:06 PM,92430,2.924,false,Ingeniería
Wayne,Hombre,9/2/2009,1:37 AM,126956,18.396,false,Recursos Humanos
Frances,Mujer,11/12/1996,6:08 PM,112467,1.433,false,Desarrollo de Negocio
Amanda,,8/11/1991,2:15 PM,46665,19.391,true,Servicio al Cliente
Kathleen,Mujer,8/28/2004,10:49 AM,42553,3.756,true,Distribución
Amanda,Mujer,1/25/1995,5:06 AM,102081,5.203,false,Ventas
Amanda,,3/16/2010,9:17 AM,135118,15.108,false,Finanzas
Shawn,Hombre,9/29/1987,10:11 PM,71975,9.77,false,Recursos Humanos
Katherine,Mujer,8/13/1996,12:21 AM,149908,18.912,false,Finanzas
Anna,,3/13/1985,9:19 AM,45418,10.162,false,Marketing
Elizabeth,Mujer,2/21/2010,7:02 AM,79145,19.78,false,Finanzas
Donald,Hombre,4/6/1988,10:00 AM,122920,5.32,false,
Gregory,Hombre,11/15/1999,5:22 PM,128031,15.857,true,Desarrollo de Negocio
Ruth,Mujer,2/17/2004,5:38 AM,59969,14.064,true,Finanzas
Cynthia,Mujer,7/5/1986,1:24 AM,35381,11.749,false,Finanzas
Deborah,Mujer,11/21/1985,1:40 PM,113129,17.371,false,Servicio al Cliente
Willie,Hombre,12/5/2009,5:39 AM,141932,1.017,true,Ingeniería
Debra,Mujer,5/28/2006,6:51 AM,42296,16.922,false,Producto
Carl,Hombre,12/14/1984,8:49 PM,63395,11.411,false,Legal
Walter,Hombre,9/24/2007,11:16 PM,125382,13.613,true,Servicio al Cliente
Lisa,Mujer,2/9/1982,6:44 PM,113592,17.108,true,Marketing
Rebecca,Mujer,3/5/2000,10:33 AM,46750,11.367,true,Ventas
Jessica,Mujer,10/19/1986,9:58 PM,90285,13.591,true,Servicio al Cliente
Steve,,8/27/2009,3:41 PM,53692,4.785,true,Marketing
Mary,,12/24/1986,7:02 PM,100341,6.662,false,Distribución
Craig,Hombre,8/21/1995,2:38 AM,123876,4.225,false,Ingeniería
Katherine,Mujer,12/19/2000,1:40 AM,41643,4.659,true,Distribución
Andrea,Mujer,8/31/1989,11:10 PM,113760,12.866,true,Distribución
Timothy,Hombre,10/6/2010,10:49 PM,49473,12.463,false,Legal
Anthony,Hombre,2/13/2013,1:35 PM,146141,3.645,true,Distribución
Harold,,2/4/2004,11:02 AM,79459,7.776,true,Desarrollo de Negocio
Douglas,,2/4/2009,2:03 AM,104496,14.771,true,Marketing
James,Hombre,12/5/2001,7:06 AM,67789,17.105,true,Legal
Joseph,,3/28/1982,1:05 PM,86564,11.879,true,
Martha,Mujer,9/14/2001,3:22 AM,135758,14.782,true,Servicio al Cliente
Laura,Mujer,7/12/2000,6:07 PM,84672,3.96,false,Distribución
Robert,Hombre,11/5/1982,12:41 PM,111580,10.982,false,Recursos Humanos
Ralph,Hombre,3/24/1996,11:54 AM,50455,16.248,false,Desarrollo de Negocio
,Hombre,8/28/2012,7:56 PM,88733,1.932,,Recursos Humanos
Diane,Mujer,10/30/2009,6:56 PM,130577,12.791,false,Marketing
Annie,Mujer,6/6/1992,10:04 AM,138925,9.801,true,Marketing
Jacqueline,Mujer,9/20/1994,6:07 PM,62371,15.77,true,Servicio al Cliente
Brenda,Mujer,4/17/1984,7:12 AM,87715,2.675,false,Producto
Lori,Mujer,9/11/2002,7:36 AM,66029,3.345,true,Servicio al Cliente
Albert,Hombre,6/17/1992,3:25 AM,86818,14.301,true,Ingeniería
Frank,Hombre,11/23/2002,6:10 PM,75147,17.398,false,Producto
Deborah,Mujer,4/23/2000,6:55 PM,105573,5.268,true,Producto
Robin,,12/20/2005,2:42 PM,41230,6.611,true,Distribución
Alice,Mujer,1/21/2016,5:07 PM,117787,10.485,false,
,Hombre,10/20/1989,9:37 AM,88086,19.387,,Finanzas
Paul,,2/18/2011,12:23 PM,91462,18.704,false,Finanzas
,Hombre,12/27/1996,7:07 AM,139959,8.992,,Distribución
Brian,Hombre,4/7/2007,10:47 PM,93901,17.821,true,Legal
Julie,,5/8/1980,6:31 AM,50529,17.263,false,Finanzas
Bruce,Hombre,1/28/2007,11:10 PM,134988,13.926,true,Ventas
Joan,Mujer,10/2/2007,2:53 AM,120941,3.694,true,Finanzas
Harold,Hombre,5/15/2007,6:37 PM,118753,8.162,false,Ventas
Alice,Mujer,10/16/1995,9:19 PM,92799,2.782,false,Ventas
Barbara,Mujer,11/12/2011,12:35 AM,85718,13.326,false,Servicio al Cliente
Sarah,Mujer,4/6/1999,11:17 AM,109517,5.146,false,Recursos Humanos
Samuel,Hombre,5/25/2012,4:40 PM,85550,11.593,true,Marketing
,Hombre,5/23/1990,2:09 AM,136655,9.801,,Distribución
Barbara,,8/2/2002,5:13 AM,43312,8.218,true,Legal
Amy,,5/19/1984,11:47 AM,102839,10.385,true,Distribución
Frank,Hombre,3/2/2009,9:15 PM,78891,7.927,true,Distribución
Robin,,9/16/2005,1:26 AM,93201,11.712,true,Legal
Debra,Mujer,3/17/2011,1:12 PM,84693,6.976,true,Finanzas
Brandon,,5/31/2004,3:36 PM,73587,9.769,true,Recursos Humanos
Thomas,Hombre,9/7/1991,9:51 AM,65251,11.211,false,Distribución
Harry,Hombre,9/23/2015,1:36 AM,129148,15.193,true,Ingeniería
Todd,Hombre,7/4/1993,6:53 PM,128175,18.473,true,
Patricia,Mujer,3/7/1998,1:10 AM,75825,7.839,false,Ingeniería
Steve,Hombre,1/11/2002,9:17 PM,51821,1.197,true,Legal
,Hombre,4/7/1995,4:32 AM,60411,12.048,,Recursos Humanos
Edward,Hombre,11/27/1997,1:00 AM,58327,17.095,true,Finanzas
Karen,Mujer,1/9/2014,10:09 PM,46478,16.552,false,Ingeniería
Martin,,2/6/2001,4:17 AM,123963,15.745,true,Ingeniería
Ann,Mujer,9/28/1994,5:44 AM,79796,9.851,false,Distribución
Jonathan,Hombre,7/30/1984,6:02 PM,83809,12.922,false,Distribución
Peter,Hombre,3/22/1982,7:28 AM,77933,13.132,true,Ingeniería
Eric,Hombre,6/15/1993,3:56 AM,51070,13.806,true,Desarrollo de Negocio
Jason,,4/15/1988,8:16 PM,97480,11.518,false,Recursos Humanos
Terry,Hombre,10/21/2010,11:18 PM,58357,7.969,false,Ingeniería
John,Hombre,1/29/1999,3:07 AM,67165,13.001,false,Ingeniería
Marie,Mujer,4/8/1983,2:01 PM,145988,18.685,true,Recursos Humanos
Harold,Hombre,4/16/2010,5:13 AM,147417,11.626,true,Desarrollo de Negocio
Joshua,Hombre,6/27/1997,3:23 PM,95003,5.197,true,Marketing
Brandon,,9/5/1992,2:32 AM,144187,11.416,true,Legal
Andrea,Mujer,12/10/2001,6:40 AM,37888,13.47,false,Ingeniería
Jeremy,Hombre,5/19/1991,1:40 PM,131513,1.876,true,Finanzas
Daniel,Hombre,2/29/2016,4:04 AM,77287,13.0,true,
Roy,Hombre,5/10/2004,1:22 PM,46875,12.942,true,Ventas
Dorothy,Mujer,10/8/2008,12:22 AM,82744,19.111,true,Servicio al Cliente
